Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Protein,Geo_Location,U_S__State,Host,Isolation_Source,Collection_Date,GenBank_Title
QIZ13575,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13587,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14029,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14041,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14113,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14185,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14209,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14221,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14245,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14269,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14281,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14365,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLR12393,2020-07-27T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Lebanon",,Homo sapiens,"oronasopharynx",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87465,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87537,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI95484,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91418,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLF80256,2020-07-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Brazil",,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJF75347,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"swab",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIS60978,2020-03-31T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: WA",WA,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ64685,2020-04-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: UT",UT,Homo sapiens,"",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMS51047,2020-07-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-03-20,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96532,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91862,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLL35604,2020-07-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLI49625,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLI49637,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLI49661,2020-07-16T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane county",WI,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC93128,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC93140,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Ozaukee county",WI,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC93332,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Milwaukee county",WI,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU28438,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,King County",WA,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU32849,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU32873,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG90146,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX44983,2020-05-21T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJU70317,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: AK",AK,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR86481,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87597,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87609,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87621,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87669,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87717,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87741,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87825,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR87873,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJR89001,2020-05-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Australia: Victoria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJD24749,2020-04-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: NY",NY,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13167,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ13849,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14461,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14473,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14497,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14521,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKM76366,2020-06-09T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Germany: Dusseldorf",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QIZ14677,2020-04-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMU26091,2020-08-05T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Guatemala",,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96244,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96256,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96280,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96328,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96376,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96388,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT96412,2020-08-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC48551,2020-08-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Germany: Bavaria",,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI91802,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI95950,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI96116,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLL35138,2020-07-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLL35150,2020-07-23T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-03-21,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
